time_col_std,y_true_std,y_pred_std,residual,abs_error,dataset
2022/3/17,339,350.8832166,11.88321658,11.88321658,train
2022/3/18,325,344.9824207,19.98242071,19.98242071,train
2022/3/19,334,346.4196717,12.41967171,12.41967171,train
2022/3/20,351,347.3476166,-3.652383363,3.652383363,train
2022/3/21,342,350.396752,8.396752014,8.396752014,train
2022/3/22,338,347.478178,9.478178017,9.478178017,train
2022/3/23,356,351.243956,-4.756043956,4.756043956,train
2022/3/24,346,351.0196961,5.019696089,5.019696089,train
2022/3/25,362,353.6436066,-8.356393376,8.356393376,train
2022/3/26,351,351.6693242,0.669324169,0.669324169,train
2022/3/27,374,354.0571686,-19.94283136,19.94283136,train
2022/3/28,354,357.5929928,3.592992828,3.592992828,train
2022/3/29,344,347.8770818,3.877081836,3.877081836,train
2022/3/30,323,338.7208452,15.72084523,15.72084523,train
2022/3/31,346,344.6691857,-1.330814294,1.330814294,train
2022/4/1,385,356.5646706,-28.43532938,28.43532938,train
2022/4/2,374,363.5520556,-10.44794435,10.44794435,train
2022/4/3,366,360.7294767,-5.270523315,5.270523315,train
2022/4/4,378,358.3880618,-19.61193821,19.61193821,train
2022/4/5,389,373.1124467,-15.88755331,15.88755331,train
2022/4/6,331,349.3901527,18.39015266,18.39015266,train
2022/4/7,315,332.3481516,17.34815156,17.34815156,train
2022/4/8,365,341.3043928,-23.69560724,23.69560724,train
2022/4/9,356,350.9548944,-5.045105628,5.045105628,train
2022/4/10,370,361.1448641,-8.855135945,8.855135945,train
2022/4/11,361,361.8423524,0.8423524,0.8423524,train
2022/4/12,344,349.4478318,5.447831828,5.447831828,train
2022/4/13,354,345.0931838,-8.906816232,8.906816232,train
2022/4/14,339,345.973254,6.973253981,6.973253981,train
2022/4/15,328,340.6739218,12.67392182,12.67392182,train
2022/4/16,385,355.4577251,-29.54227492,29.54227492,train
2022/4/17,346,354.9212128,8.921212772,8.921212772,train
2022/4/18,334,348.5295564,14.52955639,14.52955639,train
2022/4/19,317,332.8134363,15.81343627,15.81343627,train
2022/4/20,321,330.1101684,9.110168446,9.110168446,train
2022/4/21,341,340.8208505,-0.179149513,0.179149513,train
